product_id,sku,name,brand,variant,category,origin,weight_kg,price_eur,in_stock,rating,num_reviews,is_food,calories_per_100g,protein_g_per_100g,sugar_g_per_100g,fat_g_per_100g,carbs_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g
2096,SKU-002096,RadiantSelf Shampoo Low Fat,RadiantSelf,Low Fat,Personal Care & Beauty,South Africa,0.12,17.27,Yes,5.0,1245,No,,,,,,,
2097,SKU-002097,ElectroBase USB Charger Light,ElectroBase,Light,Electronics & Batteries,Colombia,1.01,26.65,Yes,2.9,1803,No,,,,,,,
2098,SKU-002098,TechReady Webcam High Protein,TechReady,High Protein,Electronics & Batteries,USA,0.29,34.38,Yes,4.7,4779,No,,,,,,,
2099,SKU-002099,CleanSweep Paper Towels Economy,CleanSweep,Economy,Household & Cleaning,India,2.47,0.96,Yes,3.4,4078,No,,,,,,,
2100,SKU-002100,QuickFreeze Popsicles Extra Large,QuickFreeze,Extra Large,Frozen Foods,Italy,2.28,17.3,Yes,4.9,2259,Yes,166.3,16.1,16.2,16.8,3.8,0.4,945.0
2101,SKU-002101,SparkleKing Aluminum Foil Low Fat,SparkleKing,Low Fat,Household & Cleaning,Japan,1.58,4.23,Yes,2.8,3466,No,,,,,,,
2102,SKU-002102,TenderCare Baby Powder Mini,TenderCare,Mini,Baby & Toddler,Netherlands,2.29,24.61,Yes,2.8,993,No,,,,,,,
2103,SKU-002103,TreatStreet Milk Chocolate Gluten Free,TreatStreet,Gluten Free,Snacks & Confectionery,Greece,0.64,10.27,Yes,2.9,3700,Yes,534.4,10.3,40.1,6.1,87.5,5.6,382.0
2104,SKU-002104,CreamyFarm Cheddar Cheese Original,CreamyFarm,Original,Dairy & Eggs,New Zealand,1.74,12.77,Yes,2.9,526,Yes,336.6,21.1,2.6,31.0,2.4,1.9,1037.0
2105,SKU-002105,MunchCo Protein Bar Natural,MunchCo,Natural,Snacks & Confectionery,Greece,0.5,10.55,Yes,4.4,1793,Yes,457.4,5.7,11.8,44.8,2.5,0.8,662.0
2106,SKU-002106,VerdantVale Skim Milk Mini,VerdantVale,Mini,Dairy & Eggs,Spain,0.64,10.29,Yes,3.3,3823,Yes,119.3,16.1,0.5,33.5,4.6,2.9,70.0
2107,SKU-002107,ClearSpring Black Tea Vegan,ClearSpring,Vegan,Beverages,Brazil,0.69,4.87,Yes,4.0,2197,Yes,48.7,3.2,11.6,1.2,5.4,0.9,481.0
2108,SKU-002108,OceanFresh Haddock Multipack,OceanFresh,Multipack,Meat & Seafood,Peru,1.78,58.52,Yes,3.4,1709,Yes,274.7,25.5,0.1,5.3,13.7,6.0,752.0
2109,SKU-002109,GreenLeaf Grapes Light,GreenLeaf,Light,Fruits & Vegetables,Peru,1.68,3.46,Yes,4.4,2623,Yes,50.0,2.8,5.7,0.6,7.4,3.4,963.0
2110,SKU-002110,EssentialCare Toothpaste Natural,EssentialCare,Natural,Personal Care & Beauty,USA,0.91,14.97,Yes,2.8,772,No,,,,,,,
2111,SKU-002111,IceCraft Frozen Waffles Low Fat,IceCraft,Low Fat,Frozen Foods,Poland,1.48,13.51,Yes,4.9,1383,Yes,179.2,12.8,7.5,13.2,0.2,0.1,495.0
2112,SKU-002112,FrostBite Frozen Pizza Extra Large,FrostBite,Extra Large,Frozen Foods,Peru,0.46,1.36,Yes,4.2,73,Yes,55.2,17.1,12.8,7.6,5.0,1.6,298.0
2113,SKU-002113,SnackHouse Protein Bar Mini,SnackHouse,Mini,Snacks & Confectionery,India,0.57,15.2,Yes,4.2,1245,Yes,450.6,13.9,35.3,48.0,0.5,0.1,795.0
2114,SKU-002114,GentleStart Pacifier Economy,GentleStart,Economy,Baby & Toddler,France,2.25,8.16,Yes,3.8,219,No,,,,,,,
2115,SKU-002115,FreshHome Zip-Lock Bags Family Pack,FreshHome,Family Pack,Household & Cleaning,Greece,4.58,14.47,No,4.3,1517,No,,,,,,,
2116,SKU-002116,OrganicGrove Carrot Extra Large,OrganicGrove,Extra Large,Fruits & Vegetables,Australia,3.87,5.09,Yes,3.1,2415,Yes,46.6,0.9,13.7,1.1,3.7,1.8,24.0
2117,SKU-002117,QuickFreeze Ice Cream (Strawberry) Low Fat,QuickFreeze,Low Fat,Frozen Foods,New Zealand,2.05,12.2,Yes,2.8,1186,Yes,323.4,10.5,8.8,3.6,17.4,0.6,51.0
2118,SKU-002118,SparkleKing Stain Remover Light,SparkleKing,Light,Household & Cleaning,Peru,4.34,3.49,Yes,2.8,4661,No,,,,,,,
2119,SKU-002119,OrganicGrove Artichoke Classic,OrganicGrove,Classic,Fruits & Vegetables,Canada,2.09,3.9,Yes,3.6,179,Yes,36.8,1.3,9.6,0.8,0.1,0.1,293.0
2120,SKU-002120,NaturBeauty Razor Natural,NaturBeauty,Natural,Personal Care & Beauty,France,0.52,10.59,Yes,3.4,1481,No,,,,,,,
2121,SKU-002121,CrunchTime Cashews Organic,CrunchTime,Organic,Snacks & Confectionery,Greece,0.66,17.24,Yes,4.7,15,Yes,583.3,13.0,3.6,54.9,2.5,1.8,800.0
2122,SKU-002122,SparkleKing Sponges Mini,SparkleKing,Mini,Household & Cleaning,Mexico,4.48,7.27,Yes,2.7,4525,No,,,,,,,
2123,SKU-002123,ChillFoods Frozen Spring Rolls Extra Large,ChillFoods,Extra Large,Frozen Foods,France,0.53,2.22,Yes,3.4,2246,Yes,312.3,12.6,15.8,14.9,17.6,9.2,145.0
2124,SKU-002124,VerdantVale Brie Vegan,VerdantVale,Vegan,Dairy & Eggs,Italy,1.26,17.88,Yes,2.7,1777,Yes,145.2,10.9,1.0,28.9,0.5,0.3,708.0
2125,SKU-002125,SnackHouse Wafers Original,SnackHouse,Original,Snacks & Confectionery,Germany,0.87,9.39,Yes,4.6,3435,Yes,595.3,5.6,36.6,48.4,2.4,1.4,635.0
2126,SKU-002126,FurFriends Wet Cat Food Classic,FurFriends,Classic,Pet Supplies,Colombia,8.09,16.76,Yes,3.2,3544,No,,,,,,,
2127,SKU-002127,HomeCook Spaghetti Deluxe,HomeCook,Deluxe,Pantry & Dry Goods,Peru,4.23,103.68,Yes,3.9,4077,Yes,449.0,4.6,1.7,5.6,60.6,0.2,548.0
2128,SKU-002128,ChillFoods Frozen Shrimp Mini,ChillFoods,Mini,Frozen Foods,New Zealand,1.82,4.85,Yes,2.8,2690,Yes,87.3,14.0,1.9,3.1,0.3,0.3,2.0
2129,SKU-002129,GlowCare Hand Cream Organic,GlowCare,Organic,Personal Care & Beauty,Poland,0.09,8.14,Yes,2.5,3171,No,,,,,,,
2130,SKU-002130,FlowDrink Green Tea Light,FlowDrink,Light,Beverages,USA,1.9,1.06,Yes,3.7,712,Yes,76.4,3.5,11.0,1.7,4.4,0.8,604.0
2131,SKU-002131,SparkleKing Fabric Softener Deluxe,SparkleKing,Deluxe,Household & Cleaning,Mexico,4.31,10.61,Yes,4.6,1251,No,,,,,,,
2132,SKU-002132,NaturePet Wet Cat Food Value Pack,NaturePet,Value Pack,Pet Supplies,Brazil,1.64,42.67,Yes,3.4,4181,No,,,,,,,
2133,SKU-002133,PetPerfect Pet Vitamins Low Fat,PetPerfect,Low Fat,Pet Supplies,Thailand,9.16,38.53,Yes,3.2,2971,No,,,,,,,
2134,SKU-002134,WellLife Antacid Tablets High Protein,WellLife,High Protein,Health & Pharmacy,Brazil,0.63,58.6,Yes,2.9,4661,No,,,,,,,
2135,SKU-002135,PantryPro Baking Soda Low Fat,PantryPro,Low Fat,Pantry & Dry Goods,Mexico,2.49,16.5,Yes,3.0,1229,Yes,532.3,12.1,59.6,20.8,13.6,3.2,880.0
2136,SKU-002136,FarmGate Bison Burger Value Pack,FarmGate,Value Pack,Meat & Seafood,Peru,1.5,14.83,Yes,4.5,188,Yes,222.0,16.3,0.3,22.7,4.1,1.4,1195.0
2137,SKU-002137,TechReady Bluetooth Speaker Spicy,TechReady,Spicy,Electronics & Batteries,Thailand,1.28,19.44,Yes,3.6,703,No,,,,,,,
2138,SKU-002138,PureSip Grape Juice Deluxe,PureSip,Deluxe,Beverages,Spain,1.37,4.07,Yes,3.3,1880,Yes,34.8,0.5,6.6,1.1,1.4,1.0,889.0
2139,SKU-002139,GreenLeaf Peach Gluten Free,GreenLeaf,Gluten Free,Fruits & Vegetables,Colombia,3.08,2.17,Yes,4.4,2200,Yes,35.7,1.0,9.7,1.1,0.2,0.2,398.0
2140,SKU-002140,PowerCell USB Charger Original,PowerCell,Original,Electronics & Batteries,Poland,0.1,9.92,Yes,2.7,3265,No,,,,,,,
2141,SKU-002141,SnackHouse Dried Mango Family Pack,SnackHouse,Family Pack,Snacks & Confectionery,Netherlands,0.08,1.43,No,3.5,1777,Yes,572.8,8.9,5.3,45.3,3.6,0.2,963.0
2142,SKU-002142,NaturePet Dog Toy Mini,NaturePet,Mini,Pet Supplies,UK,7.1,6.3,No,3.4,277,No,,,,,,,
2143,SKU-002143,GlobalTable Brown Sugar Family Pack,GlobalTable,Family Pack,Pantry & Dry Goods,Netherlands,0.35,3.64,Yes,2.7,3603,Yes,233.9,22.1,63.9,72.3,1.1,0.2,981.0
2144,SKU-002144,HomeCook Nutmeg Family Pack,HomeCook,Family Pack,Pantry & Dry Goods,USA,3.82,49.14,Yes,4.0,2347,Yes,389.7,2.6,22.4,71.4,3.1,2.6,554.0
2145,SKU-002145,BrewMasters Protein Shake Organic,BrewMasters,Organic,Beverages,Mexico,0.43,3.32,Yes,3.6,3926,Yes,38.6,1.2,6.9,1.3,5.2,0.9,729.0
2146,SKU-002146,NaturalPantry Cumin High Protein,NaturalPantry,High Protein,Pantry & Dry Goods,Italy,3.51,17.37,Yes,2.6,4829,Yes,29.4,22.9,17.8,31.8,4.4,2.0,264.0
2147,SKU-002147,GreenLeaf Orange Gluten Free,GreenLeaf,Gluten Free,Fruits & Vegetables,Thailand,1.29,4.56,Yes,4.8,4159,Yes,43.8,3.7,8.4,1.3,3.7,1.0,948.0
2148,SKU-002148,NaturBeauty Feminine Pads Gluten Free,NaturBeauty,Gluten Free,Personal Care & Beauty,Australia,0.37,7.58,Yes,3.4,1495,No,,,,,,,
2149,SKU-002149,RefreshCo Green Tea Premium,RefreshCo,Premium,Beverages,Brazil,0.31,0.81,Yes,3.0,14,Yes,10.8,2.1,7.6,1.1,0.7,0.6,1050.0
2150,SKU-002150,EcoClean Window Cleaner Reduced Sugar,EcoClean,Reduced Sugar,Household & Cleaning,Brazil,2.1,10.86,Yes,3.5,1345,No,,,,,,,
2151,SKU-002151,PureTouch Toner Multipack,PureTouch,Multipack,Personal Care & Beauty,Greece,0.69,14.57,No,3.5,3938,No,,,,,,,
2152,SKU-002152,FarmGate Pork Chop Mini,FarmGate,Mini,Meat & Seafood,Germany,2.69,21.17,Yes,4.1,3163,Yes,255.0,17.6,0.7,13.7,4.4,1.8,685.0
2153,SKU-002153,HomeCook Black Pepper Vegan,HomeCook,Vegan,Pantry & Dry Goods,Colombia,2.89,66.5,Yes,4.5,2374,Yes,178.7,18.0,53.9,87.8,4.8,0.6,635.0
2154,SKU-002154,EssentialCare Serum Value Pack,EssentialCare,Value Pack,Personal Care & Beauty,Germany,0.26,4.6,Yes,4.2,2345,No,,,,,,,
2155,SKU-002155,PureTouch Bar Soap Value Pack,PureTouch,Value Pack,Personal Care & Beauty,New Zealand,0.46,22.92,Yes,4.3,314,No,,,,,,,
2156,SKU-002156,SeaSelect Bison Burger Economy,SeaSelect,Economy,Meat & Seafood,New Zealand,0.32,9.02,Yes,2.6,3186,Yes,151.4,16.3,0.5,18.8,2.5,1.1,1156.0
2157,SKU-002157,CreamyFarm Brie Economy,CreamyFarm,Economy,Dairy & Eggs,Italy,1.79,26.38,Yes,4.0,4555,Yes,218.4,24.9,0.3,10.2,5.8,3.3,195.0
2158,SKU-002158,WellLife Antihistamine Family Pack,WellLife,Family Pack,Health & Pharmacy,India,0.63,72.48,Yes,3.3,1592,No,,,,,,,
2159,SKU-002159,PrimeCut Lamb Rack High Protein,PrimeCut,High Protein,Meat & Seafood,Brazil,2.88,90.65,Yes,3.9,832,Yes,126.5,15.8,0.4,12.1,4.4,1.8,998.0
2160,SKU-002160,PantryPro Flour (All-purpose) Gluten Free,PantryPro,Gluten Free,Pantry & Dry Goods,Germany,3.17,9.46,No,2.8,3409,Yes,245.4,20.8,47.3,55.2,2.4,1.7,571.0
2161,SKU-002161,GreenLeaf Onion Original,GreenLeaf,Original,Fruits & Vegetables,Peru,0.23,1.08,Yes,4.7,438,Yes,21.6,1.0,13.7,1.2,1.0,0.4,745.0
2162,SKU-002162,VerdantVale Parmesan Spicy,VerdantVale,Spicy,Dairy & Eggs,Canada,0.95,15.0,Yes,3.8,3044,Yes,65.1,10.9,2.5,19.2,4.6,1.2,263.0
2163,SKU-002163,MeadowMeats Turkey Breast Original,MeadowMeats,Original,Meat & Seafood,South Africa,1.01,5.45,Yes,2.6,3264,Yes,221.0,24.9,0.5,11.1,0.1,0.1,142.0
2164,SKU-002164,HappyPaws Dog Collar Mini,HappyPaws,Mini,Pet Supplies,France,8.51,1.54,Yes,4.7,790,No,,,,,,,
2165,SKU-002165,OfficeElite Stapler Gluten Free,OfficeElite,Gluten Free,Stationery & Office,USA,0.75,10.12,Yes,4.4,2000,No,,,,,,,
2166,SKU-002166,HomeCook Penne Light,HomeCook,Light,Pantry & Dry Goods,Australia,1.51,8.44,Yes,3.5,604,Yes,615.0,0.1,52.0,96.6,3.7,3.6,250.0
2167,SKU-002167,GlobalTable Coconut Oil Spicy,GlobalTable,Spicy,Pantry & Dry Goods,Spain,0.95,6.56,Yes,2.6,1552,Yes,419.6,5.1,70.7,45.3,1.7,0.2,236.0
2168,SKU-002168,PharmaPlus Throat Lozenges Organic,PharmaPlus,Organic,Health & Pharmacy,USA,0.69,5.7,Yes,3.7,1655,No,,,,,,,
2169,SKU-002169,PaperCraft Tape Extra Large,PaperCraft,Extra Large,Stationery & Office,Spain,0.3,21.07,Yes,3.8,3814,No,,,,,,,
2170,SKU-002170,IceCraft Frozen Hash Browns Spicy,IceCraft,Spicy,Frozen Foods,Spain,1.08,9.62,Yes,4.1,4262,Yes,299.1,11.4,1.2,13.4,30.1,9.9,59.0
2171,SKU-002171,QuickFreeze Frozen Ravioli Sugar Free,QuickFreeze,Sugar Free,Frozen Foods,Poland,0.74,7.85,Yes,3.7,1201,Yes,72.4,5.6,4.8,13.1,0.5,0.1,779.0
2172,SKU-002172,CleanSweep Dryer Sheets High Protein,CleanSweep,High Protein,Household & Cleaning,UK,3.07,2.64,Yes,3.7,2053,No,,,,,,,
2173,SKU-002173,FreshHome Washing-Up Liquid Vegan,FreshHome,Vegan,Household & Cleaning,New Zealand,4.54,11.51,Yes,2.9,4508,No,,,,,,,
2174,SKU-002174,TechReady LED Bulb Light,TechReady,Light,Electronics & Batteries,Japan,0.86,58.78,Yes,3.8,4329,No,,,,,,,
2175,SKU-002175,PaperCraft Pencil Gluten Free,PaperCraft,Gluten Free,Stationery & Office,Brazil,0.09,15.91,Yes,4.7,200,No,,,,,,,
2176,SKU-002176,SparkleKing Floor Cleaner Organic,SparkleKing,Organic,Household & Cleaning,Japan,1.23,10.17,Yes,2.8,1817,No,,,,,,,
2177,SKU-002177,KitchenEssentials Peanut Butter Classic,KitchenEssentials,Classic,Pantry & Dry Goods,India,0.68,10.64,Yes,3.1,3381,Yes,508.9,10.6,6.0,29.3,29.5,3.2,799.0
2178,SKU-002178,VerdantVale Brie Reduced Sugar,VerdantVale,Reduced Sugar,Dairy & Eggs,Mexico,0.36,3.31,Yes,4.0,1121,Yes,203.5,3.3,3.0,9.9,23.1,8.6,1161.0
2179,SKU-002179,PureTouch Serum Vegan,PureTouch,Vegan,Personal Care & Beauty,Colombia,0.89,19.87,Yes,2.9,762,No,,,,,,,
2180,SKU-002180,FreshHome Trash Bags Classic,FreshHome,Classic,Household & Cleaning,USA,4.39,13.27,No,3.4,3648,No,,,,,,,
2181,SKU-002181,FarmGate Crab Light,FarmGate,Light,Meat & Seafood,Spain,1.65,37.4,Yes,2.9,765,Yes,283.5,21.9,0.1,12.7,19.9,3.7,889.0
2182,SKU-002182,NaturePick Plum High Protein,NaturePick,High Protein,Fruits & Vegetables,UK,3.42,19.8,Yes,3.3,2187,Yes,66.2,0.6,13.9,1.0,13.1,4.3,1102.0
2183,SKU-002183,FreshMeadow Ricotta Low Fat,FreshMeadow,Low Fat,Dairy & Eggs,Peru,0.72,12.97,Yes,2.6,4085,Yes,254.8,21.9,4.3,28.1,4.1,0.1,598.0
2184,SKU-002184,FreshFarm Pear Gluten Free,FreshFarm,Gluten Free,Fruits & Vegetables,Netherlands,1.65,9.72,No,4.1,4164,Yes,70.9,0.6,6.9,0.2,9.2,7.6,950.0
2185,SKU-002185,WriteRight Staples Low Fat,WriteRight,Low Fat,Stationery & Office,Spain,1.99,15.96,Yes,4.9,2641,No,,,,,,,
2186,SKU-002186,FreshFarm Peas Deluxe,FreshFarm,Deluxe,Fruits & Vegetables,Brazil,1.25,4.36,Yes,2.7,520,Yes,48.6,2.2,8.8,1.5,1.2,1.1,542.0
2187,SKU-002187,MunchCo Macadamia Nuts Family Pack,MunchCo,Family Pack,Snacks & Confectionery,South Africa,0.17,1.12,Yes,3.0,3201,Yes,591.2,12.6,63.6,22.3,42.7,7.3,350.0
2188,SKU-002188,GlobalTable Flour (All-purpose) Family Pack,GlobalTable,Family Pack,Pantry & Dry Goods,Spain,0.79,19.1,Yes,2.5,3129,Yes,78.2,22.9,43.7,6.8,1.9,0.4,322.0
2189,SKU-002189,FurFriends Fish Food Spicy,FurFriends,Spicy,Pet Supplies,USA,6.7,45.22,Yes,3.2,2370,No,,,,,,,
2190,SKU-002190,PureSip Green Tea Light,PureSip,Light,Beverages,Greece,1.27,6.64,Yes,4.3,505,Yes,13.9,2.1,11.9,0.9,3.0,2.8,534.0
2191,SKU-002191,PowerCell Earphones Classic,PowerCell,Classic,Electronics & Batteries,Japan,1.47,18.45,Yes,4.4,3255,No,,,,,,,
2192,SKU-002192,HomeCook Lentils Low Fat,HomeCook,Low Fat,Pantry & Dry Goods,UK,4.68,94.05,Yes,4.1,4774,Yes,216.0,24.1,63.1,65.9,2.2,1.8,586.0
2193,SKU-002193,SnackHouse Protein Bar Deluxe,SnackHouse,Deluxe,Snacks & Confectionery,France,0.74,4.9,Yes,2.8,3463,Yes,563.1,19.9,51.2,12.0,24.6,1.6,642.0
2194,SKU-002194,CrunchTime Protein Bar Organic,CrunchTime,Organic,Snacks & Confectionery,Greece,0.81,14.63,Yes,2.5,4698,Yes,440.8,8.5,56.9,12.2,7.6,6.9,421.0
2195,SKU-002195,WheatWorks Tortilla Wrap Deluxe,WheatWorks,Deluxe,Bakery & Bread,Canada,1.06,10.09,Yes,3.7,2852,Yes,329.5,7.0,20.4,14.4,9.6,2.8,940.0
2196,SKU-002196,ChargePro USB Cable Vegan,ChargePro,Vegan,Electronics & Batteries,Brazil,0.24,38.81,No,4.1,162,No,,,,,,,
2197,SKU-002197,IceCraft Frozen Dumplings Extra Large,IceCraft,Extra Large,Frozen Foods,USA,1.59,13.73,Yes,4.2,3343,Yes,364.6,3.6,8.8,6.0,49.4,6.5,707.0
2198,SKU-002198,PrimeCut Veal Cutlet Value Pack,PrimeCut,Value Pack,Meat & Seafood,New Zealand,1.9,30.93,Yes,3.4,672,Yes,103.3,28.5,0.9,5.8,3.6,2.8,577.0
2199,SKU-002199,PharmaPlus Heating Pad Economy,PharmaPlus,Economy,Health & Pharmacy,France,0.6,75.58,Yes,3.4,2612,No,,,,,,,
2200,SKU-002200,PharmaPlus Multivitamin Natural,PharmaPlus,Natural,Health & Pharmacy,Canada,0.16,13.61,Yes,4.5,936,No,,,,,,,
2201,SKU-002201,FrostBite Frozen Burritos Sugar Free,FrostBite,Sugar Free,Frozen Foods,France,1.85,14.96,Yes,3.9,1058,Yes,175.3,3.3,3.8,5.9,24.2,4.5,95.0
2202,SKU-002202,SweetBite Protein Bar Economy,SweetBite,Economy,Snacks & Confectionery,Australia,0.83,15.71,Yes,4.0,4376,Yes,580.5,9.8,61.9,44.4,4.8,1.7,800.0
2203,SKU-002203,VerdantVale Butter Value Pack,VerdantVale,Value Pack,Dairy & Eggs,Brazil,1.59,17.17,Yes,4.5,3389,Yes,37.6,5.5,1.7,23.8,0.5,0.5,811.0
2204,SKU-002204,FrostBite Frozen Spring Rolls Multipack,FrostBite,Multipack,Frozen Foods,Poland,0.91,6.27,Yes,3.0,346,Yes,109.8,10.6,19.9,11.3,4.3,2.0,928.0
2205,SKU-002205,NaturePet Dog Toy Value Pack,NaturePet,Value Pack,Pet Supplies,Australia,5.15,33.37,Yes,4.3,3103,No,,,,,,,
2206,SKU-002206,ArtisanLoaf Ciabatta Classic,ArtisanLoaf,Classic,Bakery & Bread,Thailand,0.45,3.16,Yes,4.5,666,Yes,275.5,6.6,5.6,3.7,27.4,5.2,533.0
2207,SKU-002207,ClearSpring Coconut Water Sugar Free,ClearSpring,Sugar Free,Beverages,Mexico,1.15,11.08,Yes,3.5,1181,Yes,75.3,5.0,10.1,0.2,7.8,0.9,439.0
2208,SKU-002208,RadiantSelf Serum Family Pack,RadiantSelf,Family Pack,Personal Care & Beauty,Netherlands,0.73,19.32,Yes,4.9,4059,No,,,,,,,
2209,SKU-002209,GoldenCrust Banana Bread Vegan,GoldenCrust,Vegan,Bakery & Bread,Netherlands,1.25,3.76,Yes,3.5,4795,Yes,336.0,9.2,17.3,1.7,24.2,9.8,1088.0
2210,SKU-002210,GoldenEgg Cream Cheese Extra Large,GoldenEgg,Extra Large,Dairy & Eggs,India,1.17,4.28,Yes,2.9,4972,Yes,375.4,14.3,0.4,24.9,21.9,8.8,139.0
2211,SKU-002211,NaturBeauty Hand Cream Vegan,NaturBeauty,Vegan,Personal Care & Beauty,Poland,0.3,22.52,Yes,4.4,4073,No,,,,,,,
2212,SKU-002212,RefreshCo Coconut Water High Protein,RefreshCo,High Protein,Beverages,Germany,0.72,1.82,Yes,5.0,3696,Yes,45.9,3.8,0.3,1.9,1.0,0.2,555.0
2213,SKU-002213,TechReady LED Bulb Mini,TechReady,Mini,Electronics & Batteries,Japan,1.16,47.62,No,4.8,2600,No,,,,,,,
2214,SKU-002214,HomePure Toilet Cleaner Organic,HomePure,Organic,Household & Cleaning,Mexico,0.21,5.12,Yes,2.9,1447,No,,,,,,,
2215,SKU-002215,EcoClean Baking Parchment Value Pack,EcoClean,Value Pack,Household & Cleaning,Greece,1.99,11.34,Yes,4.8,3753,No,,,,,,,
2216,SKU-002216,PureSip Cola Mini,PureSip,Mini,Beverages,Poland,1.54,12.93,Yes,2.6,4615,Yes,63.0,4.0,5.8,0.4,9.6,3.2,5.0
2217,SKU-002217,MeadowMeats Oysters Vegan,MeadowMeats,Vegan,Meat & Seafood,Australia,2.83,48.13,Yes,4.4,4311,Yes,265.3,28.9,0.2,11.1,5.7,2.9,590.0
2218,SKU-002218,CleanSweep Storage Containers Reduced Sugar,CleanSweep,Reduced Sugar,Household & Cleaning,Japan,4.45,11.05,Yes,4.4,4211,No,,,,,,,
2219,SKU-002219,BrewMasters Kombucha Mini,BrewMasters,Mini,Beverages,UK,1.8,16.52,No,3.9,3648,Yes,34.8,3.4,10.2,1.9,1.0,0.2,909.0
2220,SKU-002220,GlowCare Cotton Pads Family Pack,GlowCare,Family Pack,Personal Care & Beauty,UK,0.47,12.24,No,4.9,1845,No,,,,,,,
2221,SKU-002221,RefreshCo Instant Coffee Classic,RefreshCo,Classic,Beverages,Greece,1.19,6.99,Yes,4.5,893,Yes,32.3,0.6,8.1,1.7,2.7,1.3,805.0
2222,SKU-002222,NutraNat Magnesium Original,NutraNat,Original,Health & Pharmacy,Colombia,0.88,25.14,Yes,2.6,180,No,,,,,,,
2223,SKU-002223,KitchenEssentials Coconut Oil High Protein,KitchenEssentials,High Protein,Pantry & Dry Goods,Germany,1.02,24.25,Yes,3.4,2524,Yes,603.0,12.1,48.2,38.5,15.4,6.0,748.0
2224,SKU-002224,GlobalTable Chickpeas Deluxe,GlobalTable,Deluxe,Pantry & Dry Goods,Peru,3.07,56.45,Yes,4.6,545,Yes,496.1,5.6,50.6,86.6,1.7,1.5,352.0
2225,SKU-002225,ChargePro C Batteries Gluten Free,ChargePro,Gluten Free,Electronics & Batteries,Canada,1.1,30.57,Yes,2.7,1714,No,,,,,,,
2226,SKU-002226,OrganicGrove Mushroom Reduced Sugar,OrganicGrove,Reduced Sugar,Fruits & Vegetables,Australia,1.94,6.68,No,2.8,3926,Yes,84.5,3.6,3.1,1.1,13.6,2.3,840.0
2227,SKU-002227,PantryPro Penne Economy,PantryPro,Economy,Pantry & Dry Goods,Germany,0.22,2.08,Yes,3.4,4607,Yes,482.4,15.1,37.9,84.6,0.8,0.2,608.0
2228,SKU-002228,NutraNat Omega-3 Fish Oil Deluxe,NutraNat,Deluxe,Health & Pharmacy,Mexico,0.59,46.64,Yes,2.5,2495,No,,,,,,,
2229,SKU-002229,SparkleKing Window Cleaner Mini,SparkleKing,Mini,Household & Cleaning,Peru,2.33,15.62,Yes,3.1,1541,No,,,,,,,
2230,SKU-002230,HomeCook Brown Sugar Reduced Sugar,HomeCook,Reduced Sugar,Pantry & Dry Goods,Thailand,0.2,4.33,Yes,3.3,1499,Yes,882.7,15.9,0.1,17.1,72.9,8.6,930.0
2231,SKU-002231,WheatWorks Pretzel Economy,WheatWorks,Economy,Bakery & Bread,Mexico,0.4,3.93,Yes,3.8,1663,Yes,314.6,8.2,5.3,15.7,19.7,8.9,701.0
2232,SKU-002232,MunchCo Trail Mix Original,MunchCo,Original,Snacks & Confectionery,Canada,0.89,24.39,Yes,5.0,1901,Yes,510.5,19.7,64.9,11.4,31.9,1.6,281.0
2233,SKU-002233,NaturePet Wet Cat Food Low Fat,NaturePet,Low Fat,Pet Supplies,Poland,6.01,27.18,Yes,3.6,1587,No,,,,,,,
2234,SKU-002234,SweetBite Peanuts Premium,SweetBite,Premium,Snacks & Confectionery,USA,0.23,5.05,Yes,4.4,1688,Yes,420.5,1.7,30.6,22.9,7.5,4.7,873.0
2235,SKU-002235,KitchenEssentials Quinoa Organic,KitchenEssentials,Organic,Pantry & Dry Goods,USA,3.72,77.08,Yes,4.9,2347,Yes,698.7,15.1,13.6,30.7,20.9,6.1,246.0
2236,SKU-002236,NaturalPantry Peanut Butter Classic,NaturalPantry,Classic,Pantry & Dry Goods,Colombia,1.74,41.07,Yes,4.6,3017,Yes,891.6,2.5,63.4,69.8,6.1,2.1,688.0
2237,SKU-002237,MunchCo Trail Mix Mini,MunchCo,Mini,Snacks & Confectionery,Peru,0.89,13.75,Yes,4.5,962,Yes,598.7,6.0,37.2,32.9,21.7,5.8,436.0
2238,SKU-002238,OrganicGrove Onion Extra Large,OrganicGrove,Extra Large,Fruits & Vegetables,Italy,4.86,4.04,Yes,4.6,2554,Yes,16.0,1.3,12.5,0.4,0.2,0.0,709.0
2239,SKU-002239,OceanFresh Mussels Organic,OceanFresh,Organic,Meat & Seafood,South Africa,0.72,18.7,No,3.9,3343,Yes,136.9,29.4,0.6,5.0,1.9,0.8,1160.0
2240,SKU-002240,SeaSelect Pork Belly Value Pack,SeaSelect,Value Pack,Meat & Seafood,Brazil,1.63,63.04,Yes,3.9,3252,Yes,128.3,24.2,0.7,18.8,2.4,2.0,187.0
2241,SKU-002241,QuickFreeze Frozen Chicken Nuggets Organic,QuickFreeze,Organic,Frozen Foods,South Africa,1.27,10.24,Yes,3.3,799,Yes,69.7,10.6,9.1,14.0,4.2,1.1,149.0
2242,SKU-002242,PrimeCut Rabbit Leg Low Fat,PrimeCut,Low Fat,Meat & Seafood,Thailand,1.42,62.27,Yes,4.1,1519,Yes,147.4,22.0,0.1,15.9,0.0,0.0,579.0
